text;label
كشفت وكالة رويترز أن البيان الختامي للقمة الأمريكية الأوروبية القادمة سيشمل الالتزام بإنهاء النزاعات التجارية عبر الأطلسي والدعوة لإجراء دراسة جديدة بهدف تحديد منشأ فيروس كورونا ;REAL
أعلنت الإمارات تعليق دخول المسافرين القادمين من زامبيا وجمهورية الكونغو الديمقراطية وأوغندا على جميع الرحلات الجوية للناقلات الوطنية والأجنبية وكذلك ركاب الترانزيت القادمين منها ;REAL
أقرت المحكمة العليا في لندن أن الحكومة خالفت القانون من خلال إبرام عقد مع شركة علاقات عامة كشفت وسائل إعلام صلة بينها ودومينيك كامينغز، المستشار السابق لرئيس الوزراء بوريس جونسون ;REAL
وافق نواب الاتحاد الأوروبي على شهادة سفر جديدة من المقرر أن تسمح للمواطنين بالتنقل بين الدول الأوروبية دون الحاجة إلى الحجر الصحي أو الخضوع لاختبارات إضافية لفيروس كورونا ;REAL
كشفت دراسة جديدة أنه إذا جُمّعت كافة جزيئات 2 المنتشرة حاليا لدى البشر حول العالم، معا في مكان واحد، فستتراوح ما بين وزن تفاحة وطفل صغير ;REAL
ارتفعت أسعار النفط اليوم الأربعاء بفضل مؤشرات على طلب قوي على الوقود في الاقتصادات الغربية، بينما تبددت احتمالات عودة إمدادات الخام الإيرانية إلى الأسواق ;REAL
قال المسؤول الصحي الإيطالي، ورئيس قسم العناية المركزة بمستشفى سان رافاييلي في ميلانو، ألبرتو تزانغريللو، إن تتبع تحركات الناس مقترح غير لائق بدولة متحضرة على الإطلاق ;REAL
أعلنت غرفة العمليات الخاصة بمحاربة تفشي الفيروس التاجي في روسيا اليوم الأربعاء عن تسجيلها 10407 إصابات جديدة بالعدوى خلال الساعات الـ24 الماضية ;REAL
رفع البنك الدولي توقعاته لنمو الاقتصاد السعودي بنحو 0 4 في المائة إلى 2 4 في المائة خلال العام الجاري، وبنحو 1 1 في المائة خلال العام المقبل 2022 ليبلغ 3 3 في المائة ;REAL
قال الدكتور أحمد الحداد استشاري الحساسية والمناعة، إن الأسبوعين الماضيين شهدا انخفاضا ملحوظا في نسبة الإصابة بفيروس كورونا في مصر ;REAL
قالت المتحدثة باسم الحكومة الإسبانية ماريا خيسوس مونتيرو، إن مدريد تحترم قرار المغرب فرض قيود على السفر بحرا بين البلدين خلال الصيف نظرا للمعايير الصحية ;REAL
أعلن الرئيس الجنوب إفريقي سيريل رامافوزا في بيان أصدره مكتبه عن وقف وزير الصحة زويلي مخيزي عن العمل، على خلفية فضيحة فساد ;REAL
سجلت وزارة الصحة البرازيلية الثلاثاء 52911 إصابة و2378 وفاة جديدة بفيروس كورونا في الساعات الأربع والعشرين الماضية ;REAL
أعلنت وزارة الصحة المغربية الثلاثاء تسجيل 473 إصابة جديدة بفيروس كورونا ارتفاعا من 104 أمس، مما يرفع عددها الإجمالي في المملكة إلى 522003 ;REAL
ذكرت وزارة الصحة بالمكسيك أنها سجلت 3449 إصابة جديدة بفيروس كورونا و262 وفاة اليوم الثلاثاء ;REAL
ألحق منتخب إسبانيا بتشكيلة شابة هزيمة ساحقة بضيفه الليتواني 4 0 في المباراة الودية التي جمعتهما يوم الثلاثاء، استعدادا لنهائيات بطولة كأس الأمم الأوروبية لكرة القدم ;REAL
أعلنت شركة فايزر أنها بصدد توسيع نطاق اختبار لقاحها المضاد لفيروس كورونا ليشمل الأطفال الذين تقل أعمارهم عن الـ12 عاما ;REAL
أكدت المراكز الأمريكية لمكافحة الأمراض والوقاية منها يوم الثلاثاء أنها خففت توصيات السفر إلى 61 دولة ;REAL
تواجه البرازيل خطر موجة ثالثة مدمرة من الوباء بسبب بطء وتيرة التلقيح وتخفيف القيود بشكل سابق لأوانه، وانتشار نسخ متحورة من الفيروس ;REAL
بدأت المديرية العامة للجوازات في السعودية تمديد صلاحية الإقامات للوافدين الموجودين خارج المملكة، وتمديد صلاحية تأشيرات الزيارة، وتأشيرات الخروج والعودة ;REAL
سجلت بريطانيا اليوم الثلاثاء 6048 إصابة، و13 وفاة جديدة بكورونا في غضون 28 يوما من ثبوت الإصابات ;REAL
قد يزيد الإدمان على تدخين السجائر العادية والإلكترونية من خطر الإصابة بفيروس كورونا ;REAL
أعلن رئيس البنك الدولي ديفيد مالباس أن البنك لا يدعم التنازل عن حقوق الملكية الفكرية للقاحات فيروس كورونا المستجد ;REAL
أعلن الاتحاد السويدي لكرة القدم اليوم الثلاثاء إصابة ديان كولوسيفسكي لاعب وسط المنتخب الوطني بفيروس كورونا، ليغيب عن المباراة الافتتاحية لبلاده في بطولة أوروبا أمام إسبانيا ;REAL
زعمت دراسة جديدة أن اتباع نظام غذائي نباتي يقلل من خطر الإصابة بفيروس كوفيد 19 الشديد، مقارنة بتناول اللحوم ;REAL
أكد سفير الإمارات لدى روسيا، محمد أحمد الجابر، الثلاثاء، أنه نتيجة لأبحاث أجريت في الدولة، أثبت اللقاح الروسي المضاد لكورونا كفاءته العالية وسلامته ;REAL
أعلن وزير الصحة الروسي، ميخائيل موراشكو، أن العلماء والخبراء الروس يفكرون في الوقت الراهن باستخدام اللقاح ضد فيروس كورونا لدى النساء الحوامل ;REAL
اعتبرت الصين أن الاتهامات الأمريكية لها بشأن منشأ فيروس كورونا تسييسا لقضية صحية ;REAL
دعا الرئيس الروسي فلاديمير بوتين اليوم الثلاثاء إلى تحديث شبكات الضمان الاجتماعي في البلاد ;REAL
دعا الرئيس الروسي فلاديمير بوتين اليوم الثلاثاء إلى تحديث شبكات الضمان الاجتماعي في البلاد ;REAL
بحث وزير التربية المصري، طارق شوقي، مع وزيرة الهجرة المصرية، نبيلة مكرم عبد الشهيد، إمكانية إجراء امتحانات للطلبة المصريين الذين يدرسون بالكويت، ويتواجدون بمصر حاليا ;REAL
أكد المتحدث الرسمي باسم وزارة الصحة المصرية، خالد مجاهد، أن الوزارة بصدد استلام شهادة رسمية من منظمة الصحة العالمية بخلو مصر من فيروس سي ;REAL
سجلت روسيا اليوم الثلاثاء 9977 إصابة بفيروس كورونا خلال آخر 24 ساعة، ارتفاعا عن 9429 أمس، في حين زاد عدد الوفيات الجديدة بواقع 379 حالة مقابل 330 في الإحصائية السابقة ;REAL
صرح الرئيس الروسي فلاديمير بوتين، بأن مكافحة كوفيد تتطلب تضافر جهود المجتمع الدولي، ومن السابق لأوانه الحديث عن انتصار على الفيروس، لكن من الضروري استخلاص الدروس من الوباء ;REAL
أكدت صحيفة الوطن المصرية نقلا عن مصدر مسؤول بوزارة السياحة في مصر، أن الوزير، خالد العناني، بصدد إصدار قرار وزاري يمنع عمل غير المطعمين ضد فيروس كورونا بالقطاع ;REAL
لم يستعبد وزير التنمية الاقتصادية الروسي مكسيم ريشيتنيكوف، أن يحقق الاقتصاد الروسي طفرة في النمو في شهر مايو من العام الجاري ;REAL
أعلن منتخب إسبانيا لكرة القدم، أمس الاثنين، استدعاء 5 لاعبين إضافيين للمشاركة في معسكر تدريبي، عقب إصابة القائد سيرجيو بوسكيتس بفيروس كورونا مطلع الأسبوع ;REAL
شبهت الصين الاتهامات الموجهة إليها بشأن منشأ فيروس كورونا، بما وجّه للعراق من اتهامات باطلة بامتلاكه أسلحة دمار شامل قبل سنوات ;REAL
أعلنت المكسيك الاثنين تسجيل 881 إصابة جديدة بـ كوفيد 19 ، و34 وفاة خلال الـ24 ساعة الماضية ;REAL
أعلنت وزارة الصحة المصرية الاثنين تسجيل 782 إصابة جديدة بفيروس كورونا و47 وفاة، مقارنة مع 801 إصابة و43 وفاة أمس الأحد ;REAL
أعلنت وزارة الصحة البرازيلية الأحد تسجيل 37156 إصابة و1010 حالات وفاة جديدة بفيروس كورونا خلال الأربع والعشرين ساعة الماضية ;REAL
بدأت وزارة الصحة الأردنية تنفيذ حملة رقابية مشددة تزامنا مع التوسع في فتح قطاعات الاقتصاد، للتأكد من تطبيق إجراءات السلامة وحظر التدخين في الأماكن العامة ;REAL
قال مسؤول كبير في منظمة الصحة العالمية إن محادثات تجرى مع دول مجموعة العشرين، تتعلق بتبرعات مالية وتوفير لقاحات كوفيد 19 لبرنامج كوفاكس الدولي للتطعيم ;REAL
أعلنت وزارة الصحة الإيطالية يوم الاثنين تسجيل 65 وفاة جديدة بفيروس كورونا، ارتفاعا من 51 حالة أمس الأحد ;REAL
أعلن وزير الصحة البريطاني مات هانكوك أنه أصبح بوسع من أعمارهم 25 عاما فما فوق تلقي اللقاح المضاد لفيروس كورونا اعتبارا من صباح يوم غد ;REAL
أعلن عضو اللجنة العلمية لمكافحة فيروس كورونا في تونس الدكتور أمان الله المسعدي، دخول تونس في موجة رابعة من جائحة كورونا ;REAL
أعلنت وزارة الصحة المغربية الاثنين تسجيل 104 إصابات جديدة بفيروس كورونا نزولا من 231 أمس، مما يرفع إجمالي الإصابات في المملكة إلى 521530 حالة ;REAL
أكد مايك رايان مدير برنامج الطوارئ بمنظمة الصحة العالمية اليوم الاثنين، أنه لا يمكن للمنظمة أن تجبر الصين على كشف مزيد المعلومات عن منشأ كورونا ;REAL
قال وزير الخارجية الأمريكي أنتوني بلينكن إن إدارة الرئيس جو بايدن مصممة على الوصول لحقيقة منشأ فيروس كورونا المستجد ، مؤكدا أن الولايات المتحدة ستحاسب الصين ;REAL
أعلن مكتب التواصل الحكومي في الكويت أن مجلس الوزراء قرر تسيير رحلات جوية مباشرة إلى بريطانيا اعتبارا من الأحد 13 يونيو الحالي ;REAL
سجلت بريطانيا 5683 إصابة جديدة بكورونا اليوم الاثنين، ووفاة واحدة بالفيروس كانت الأولى منذ 28 يوما من ثبوت الإصابة ;REAL
تعتزم الحكومة البريطانية البدء في تطعيم الأطفال وذلك بعد فشل إجراءاتها الوقائية في الحد من انتشار سلالة كورونا الهندية وقد أثارت الخطوة جدلا في الأوساط الطبية داخل المملكة ;REAL
قال المدير العام لمنظمة الصحة العالمية، تيدروس أدهانوم غيبريسوس، إننا نرى مؤشرات مشجعة على صعيد تراجع وباء كورونا، إلا أنه لا يزال هناك نتائج مختلفة عالميا ;REAL
حذر رئيس لجنة مجلس الدوما للميزانية أندريه ماكاروف من أزمة خانقة قد تضرب الاقتصاد العالمي في السنوات المقبلة، تكون أشد وطأة من الكساد الكبير ;REAL
قال خبيران أمريكيان أن تسلسل التركيب الوراثي الخاص بفيروس كوورنا يشير بقوة إلى أن الفيروس تم تصنيعه داخل مختبر صيني، وذلك في مقال نشر في صحيفة وول ستريت جورنال ;REAL
دعا النائب بالبرلمان التونسي عن كتلة الإصلاح خير الدين الزاهي يوم الاثنين، وزير الدفاع إبراهيم البرتاجي، إلى تقديم استقالته من مهامه على رأس الوزارة ;REAL
وصف مدير عام منظمة العمل الدولية جاي رايدر، تأثير جائحة كوفيد 19 على عالم العمل بأنه كارثي وأسوأ بكثير من تأثير الأزمة المالية لعام 2008 ;REAL
تشكلت لدى العسكريين الروس مناعة القطيع ضد فيروس كورونا بعد نجاح عملية التطعيم في الجيش الروسي ;REAL
قال رئيس الاتحاد الروسي للسياحة، أندري إغناتيف، إن تكلفة سياحة الأجانب لغرض التطعيم ضد فيروس كورونا في روسيا ستكون 700 دولار على الأقل للفرد، بما في ذلك الإقامة والاستشارات الطبية ;REAL
يعاني معظم الأشخاص الذين يصابون بـ كوفيد من الأعراض الشائعة للحمى والسعال ومشاكل التنفس، ويتعافون في غضون أسبوع أو أسبوعين ;REAL
تنفق الدولة الروسية مبلغ 900 روبل ما يعادل نحو 12 5 دولار من موازنتها لتطعيم مواطن روسي واحد ;REAL
أطلق فريق من الباحثين في اليابان والولايات المتحدة والمملكة المتحدة مشروعا لتطوير علاجات فعالة ضد كوفيد 19 ;REAL
سجلت روسيا اليوم الاثنين 9429 إصابة بفيروس كورونا خلال آخر 24 ساعة، ليتجاوز هذا المؤشر عتبة الـ9 آلاف لليوم الثالث، في حين انخفض عدد الوفيات اليومية إلى 330 بعدما كان 351 أمس ;REAL
أمر الأطباء في مصر، بمنع الزيارة والابتعاد عن مواقع التواصل الاجتماعي، لـ3 فنانين في المستشفيات، يعاني كل منهم من حالة مختلفة ;REAL
أظهر إحصاء لرويترز أن أكثر من 173 27 مليون نسمة أصيبوا بفيروس كورونا على مستوى العالم، في حين وصل إجمالي عدد الوفيات الناتجة عن الفيروس إلى ثلاثة ملايين و 873290;REAL
أعلن الاتحاد الإسباني لكرة القدم، أمس الأحد، استبعاد لاعب خط وسط برشلونة، سرجيو بوسكيتس، من معسكر منتخب لاروخا ، الذي يستعد لخوض منافسات بطولة كأس أمم أوروبا 2020 ;REAL
أعلنت وزيرة الصحة المصرية هالة زايد أن مصر في مرحلة انحسار الموجة الثالثة من فيروس كورونا، مرجحة انخفاض الإصابات بحلول الصيف وخروج المواطنين إلى الأماكن المفتوحة ;REAL
وسعت إسرائيل حملة التطعيم ضد كورونا لتشمل المراهقين الذين تتراوح أعمارهم بين 12 و16 عاما، على الرغم من الصلة المحتملة بين لقاح فايزر بيونتيك وحالات محدودة من التهاب عضلة القلب ;REAL
أعلنت وزارة الصحة البرازيلية الأحد تسجيل 39637 إصابة و873 وفاة جديدة بفيروس كورونا خلال الأربع والعشرين ساعة الماضية ;REAL
أعلنت وزارة الصحة المصرية أمس الأحد، عن تسجيل 801 إصابة جديدة بفيروس كورونا و43 حالة وفاة ;REAL
أصدرت شركة مصر للطيران بيانا أوضحت فيه شروط السفر إلى البحرين، وصنفت الفئات المسموح لها بدخول البحرين وإجراءات السفر إليها ;REAL
أعلن الفنان المصري علي الحجار تعافيه هو وزوجته من ڤيروس كورونا، وذلك في منشور عبر حسابه الرسمي على فيسبوك ;REAL
أعلنت السلطات الصحية الإماراتية إلزام المتقدمين بطلب الإقامة في أبو ظبي بإبراز شهادة خلوهم من فيروس كورونا ;REAL
أعلنت وزارة الخارجية المغربية فتح مطارات البلاد أمام الرحلات الدولية اعتبارا من الـ15 من يونيو لتسهيل عودة المغاربة المقيمين بالخارج إلى أرض الوطن ;REAL
كشفت الفنانة دنيا سمير غانم في تدوينة عبر حسابها على إنستغرام آخر تطورات الحالة الصحية لوالدتها الفنانة القديرة دلال عبد العزيز ;REAL
قال وزير الصحة البريطاني مات هانكوك إن صيغة دلتا من متحور كورونا التي تنتقل عدواها بسرعة في المملكة، أكثر قابلية للانتشار بنسبة 40 بالمئة مقارنة بالمتحورات الأخرى في البلاد ;REAL
أثار حفل فني لمغني راب معروف أقيم بأحد المطاعم الفاخرة بالمنطقة السياحية بسوسة شرقي البلاد مساء السبت، موجة انتقادات عارمة في صفوف نشطاء مواقع التواصل الاجتماعي وأهالي الجهة ;REAL
سجل في الأردن الأحد 14 وفاة و528 إصابة جديدة بفيروس كورونا، حسب الموجز الإعلامي الصادر عن وزارة الصحة ;REAL
أعلنت وزارة الصحة الإيطالية اليوم الأحد تسجيل 51 وفاة جديدة بفيروس كورونا مقابل 57 حالة السبت ;REAL
سجلت بريطانيا 5341 إصابة جديدة بكورونا اليوم بزيادة 68 بالمئة عن متوسط الأسبوع الماضي، وأربع حالات وفاة في غضون 28 يوما من تسجيل الإصابات ;REAL
أشار وزير الإعلام السعودي المكلف ماجد القصبي إلى أن التحور المستمر لكورونا، وشح اللقاحات لدى الكثير من الدول، شكّل عوامل أدت إلى تأخير إعلان الكيفية التي سيكون عليها موسم الحج ;REAL
سلم تيار الإصلاح الديمقراطي في حركة فتح وزارة الصحة في غزة 10 سيارات إسعاف و30 ألف جرعة من لقاح سبوتنيك الروسي المضاد لكورونا، لدعم القطاع الصحي في القطاع ;REAL
دعا وزير الوحدة الكوري لي إن يونغ، الأحد، إلى أقصى قدر من المرونة في اتخاذ قرار بشأن ما يجب القيام به في التدريبات العسكرية المشتركة مع الولايات المتحدة، والمقررة في أغسطس المقبل ;REAL
حذر متحدث وزارة الصحة السعودية، الدكتور محمد العبد العالي، اليوم الأحد، ناشري الأكاذيب حول لقاحات كورونا قائلا إن عليهم عدم تداول الشائعات التي لا تستند إلى دليل علمي ;REAL
أكدت وزارة الصحة العراقية، اليوم الأحد، أن مرض الفطر الأسود موجود قبل ظهور فيروس كورونا، فيما أشارت إلى أنه لا ينتقل بين شخص وآخر ;REAL
ينتخب سكان ولاية ساكسونيا أنهالت الألمانية اليوم الأحد مجلسا جديدا للولاية، في ما ينظر إليه على أنه آخر اختبار كبير للأحزاب السياسية في البلاد قبل الانتخابات الوطنية في سبتمبر ;REAL
بسبب آثار فيروس كورونا عليهم، ولتفادي خطر الإصابة به، قدمت وزارة الصحة المصرية مجموعة من التعليمات والإرشادات لمرضى السكري، مشيرة إلى كيفية التعامل مع هذا الفيروس ;REAL
تجاوزت حصيلة الإصابات الجديدة بفيروس كورونا في روسيا لليوم الثاني على التوالي عتبة التسعة آلاف، فيما تراجع عدد الوفيات الجديدة الناجمة عن العدوى إلى نحو 350 حالة ;REAL
أعلنت الهند اليوم، تسجيل 114460 إصابة جديدة بكورونا، وهو أقل عدد في شهرين، وزيادة عدد الوفيات بمقدار 2677 بينما استعدت مناطق في البلاد لتخفيف قيود التنقل التي فرضت لمكافحة الجائحة ;REAL
أعلنت وزارة الصحة السعودية، اليوم الأحد، إحصائية جديدة لمستجدات كورونا في المملكة خلال الـ24 ساعة الماضية تضمنت تسجيل 1144 إصابة مؤكدة بالفيروس ;REAL
أكد مستشار الرئاسة المصرية للشؤون الصحية، محمد عوض تاج الدين، أن مصر تقترب من القضاء على فيروس سي ، بعدما كان مشكلة مزمنة ضخمة جدا ;REAL
قالت وزارة الصحة والسكان المصرية، إن الأركيلة ممتلئة بالكائنات الحية الدقيقة خاصة بعد استخدامها من جانب أكثر من شخص، وهو ما يرفع احتمالية انتقال الأمراض المعدية بين مستخدميها ;REAL
ذكرت صحيفة سبورت الكتالونية، أنه تم إلقاء القبض على سيرجي روبرتو، لاعب برشلونة، خلال تواجده في جزيرة ميكونوس اليونانية ;REAL
شن الرئيس الأمريكي السابق دونالد ترامب هجوما عنيفا على سياسات خلفه جو بايدن الداخلية والخارجية، كما طالب بتدفيع الصين 10 تريليونات دولار تعويضا عن خسائر العالم جراء جائحة كوفيد 19 ;REAL
أعلنت الحكومة المغربية عن صدور الجواز التلقيحي للأشخاص الذين تلقوا جرعتين من اللقاح المضاد لكورونا، اعتبارا من 7 يونيو الجاري عبر الموقع الإلكتروني لقاح كورونا ;REAL
دعا رئيس الوزراء البريطاني بوريس جونسون زعماء دول مجموعة السبع إلى الالتزام بتطعيم العالم بأسره ضد فيروس كورونا قبل نهاية 2022 ;REAL
حذرت وزارة الصحة المصرية المواطنين من مخالطة كل من تظهر عليه أعراض أمراض الجهاز التنفسي، للوقاية من عدوى كورونا ;REAL
أعلنت وزارة الصحة البرازيلية يوم السبت تسجيل 66017 إصابة و1689 وفاة جديدة بكورونا خلال الأربع والعشرين ساعة الماضية ;REAL
أعلن مصدر رسمي سعودي أن الأجهزة الأمنية أوقفت 130 شخصا في مناطق عدة من البلاد لمخالفتهم قيود العزل والحجر الصحي بعد ثبوت إصابتهم بفيروس كورونا ;REAL
قالت وزارة الصحة المصرية إن البلاد تجاوزت ذروة الموجة الثالثة لفيروس كورونا، بعد أن زادت أعداد الوفيات عن خمسة عشر ألف حالة ;REAL
أعلنت وزارة الصحة المغربية السبت تسجيل 426 إصابة جديدة بفيروس كورونا ارتفاعا من 346 أمس، ليصل إجمالي الحالات المصابة في المملكة إلى 521195 ;REAL
لم تستبعد وكالة موديز للتصنيف الائتماني خطر فصل روسيا عن أنظمة المدفوعات العالمية حسبما جاء في بيان صدر عن المنظمة ;REAL
أعلنت وزارة الصحة البريطانية السبت، تسجيل 13 وفاة و5765 إصابة جديدة بكورونا ;REAL
أعلنت وزارة الصحة الإيطالية اليوم السبت تسجيل 57 وفاة جديدة بفيروس كورونا نزولا من 73 حالة في اليوم السابق، فيما تراجعت الحصيلة اليومية للإصابات الجديدة إلى 2436 حالة من 2557 ;REAL
اتهمت الصين الولايات المتحدة بالعمل على تطوير أسلحة بيولوجية بناء على تجربة النازيين اليابانيين من الوحدة 731 سيئة الصيت خلال الحرب العالمية الثانية ;REAL
أعلنت مدينة دلهي الهندية اليوم السبت عن تسجيل 414 إصابة جديدة بفيروس كورونا خلال الأربع وعشرين ساعة الماضية، في أدنى حصيلة منذ الـ15 من مارس ;REAL
في حالة نادرة وغريبة، أظهرت دراسة بأن سيدة من جنوب إفريقيا تبلغ من العمر 36 عاما، مصابة بالإيدز، حملت كورونا لمدة 216 يوما وتحور الفيروس داخل جسدها 30 مرة على الأقل ;REAL
طمأنت وجيدة أنور، عضو اللجنة العليا للفيروسات بوزارة التعليم العالي والبحث العلمي في مصر، مرضى السكري بشأن الإصابة بمرض الفطر الأسود ، كاشفة علاقة فيروس كورونا بهذا المرض ;REAL
سجلت السلطات الصحية السعودية لليوم الثاني على التوالي 16 وفاة جديدة ناجمة عن فيروس كورونا المستجد ;REAL
أعلنت وزارة الصحة الإماراتية عن تسجيل 2 188 حالة إصابة جديدة بفيروس كورونا من جنسيات مختلفة، ووفاة 5 حالات ;REAL
يفكر ليونيل ميسي، نجم برشلونة وقائد منتخب الأرجنتين، بالانضمام إلى قائمة اللاعبين المعارضين لخوض بطولة كوبا أمريكا المقرر أن تجري في البرازيل خلال الصيف الحالي ;REAL
صرح وزير الصحة الروسي ميخائيل موراشكو بأن إنتاج الغلوبولين المناعي المضاد لكوفيد 19 على أساس بلازما دم المتعافين من المرض قد بدأ في روسيا ومن المزمع زيادته ;REAL
أكد أطباء ومسؤولون في كندا رصد عشرات حالات الإصابة بمرض مجهول في مقاطعة نيو برونزويك ;REAL
قال رئيس وزراء حكومة العاصمة الهندية نيودلهي، إن المدينة تستعد للتعامل مع ذروة في إصابات كورونا في المستقبل تصل إلى 37 ألف حالة يوميا، كما أعلن عن تخفيف جزئي لإجراءات العزل العام ;REAL
ضمن إطار أعمال منتدى بطرسبورغ الاقتصادي العالمي، عقد الرئيس الروسي فلاديمير بوتين مساء أمس الجمعة لقاء مع ممثلين عن وسائل إعلام دولية كبرى ;REAL
تجاوزت حصيلة الإصابات اليومية بفيروس كورونا المستجد في روسيا مجددا عتبة التسعة آلاف، فيما لامس عدد الوفيات الجديدة مستوى الـ400 حالة ;REAL
ناشد مسؤولو الصحة في أفغانستان، المجتمع الدولي تزويدهم باللقاحات، بينما تكافح البلاد تصاعدا كبيرا في إصابات كوفيد 19 ;REAL
قال رئيس شركة سينوفاك بيوتك الصينية، يين ويدونغ، إن الصين أقرت الاستخدام الطارئ للقاح الذي تنتجه الشركة للوقاية من فيروس كورونا للفئة العمرية من سن الثالثة وحتى 17 عاما ;REAL
أبلغت الهند اليوم السبت عن تسجيل 120529 إصابة جديدة بفيروس كورونا خلال الأربع وعشرين ساعة الماضية، بينما ارتفع عدد الوفيات بمقدار 3380 حالة ;REAL
أجازت هيئة الرقابة الصحية بالبرازيل إنفيزا أمس الجمعة استيراد واستخدام لقاح سبوتنيك الروسي ضد فيروس كورونا، مع أنها قرنت موافقتها بشروط ;REAL
أعلنت وزارة الصحة المكسيكية عن تسجيلها 206 وفيات جديدة بفيروس كورونا خلال اليوم الأخير، ليصل إجمالي الوفيات إلى 228 ألفا و568 حالة ;REAL
أفادت البيانات الصادرة عن وزارة الصحة البرازيلية بأن البلاد سجلت 1454 وفاة جديدة بفيروس كورونا يوم الجمعة، و37936 إصابة جديدة بالفيروس ;REAL
أكدت وكالة موديز الدولية للتصنيف الائتماني مستوى التصنيف السيادي لروسيا عند درجة 3 مع نظرة مستقبلية مستقرة ;REAL
أقام أعضاء جماعة الشياطين الراقصة في فنزويلا احتفال كوربوس كريستي الابتهالي السنوي يوم الخميس، متضرعين إلى لله إنهاء جائحة كورونا في البلاد والعالم ;REAL
كشف الفنان المصري عمرو سعد خلال لقاء تلفزيوني مع برنامج يحدث في مصر المذاع عبر قناة إم بي سي مصر ، تطورات الحالة الصحية للفنانة دلال عبد العزيز المصابة بفيروس كورونا ;REAL
أشار الرئيس الروسي فلاديمير بوتين خلال حديثه مع رؤساء وكالات الأنباء الدولية في منتدى بطرسبرغ الاقتصادي الدولي، إلى التأثير الجانبي الوحيد للقاح سبوتنيك الروسي ;REAL
أعلنت وزارة الصحة المصرية الجمعة تسجيل 861 إصابة جديدة بفيروس كورونا و46 وفاة، مقارنة بـ932 إصابة و44 وفاة الخميس ;REAL
أشاد وزير الخارجية الصيني وانغ يي بمساعدة روسيا في التصدي للمعلومات المضللة والشائعات التي تروج لها الولايات المتحدة ودول غربية أخرى حول منشأ فيروس كورونا ;REAL
أعلنت رئيسة مكتب مراقبة السلامة في إدارة الأدوية في إستونيا مايا أوسكولا، وفاة شخصين عقب تطعيمهما ضد فيروس كورونا في البلاد ;REAL
شهد منتدى سان بطرسبورغ الاقتصادي جلسة نقاش عامة بمشاركة الرئيس الروسي فلاديمير بوتين، وأمير قطر، والمستشار النمساوي تناولت في مجملها التعاون الاقتصادي وكورونا والعلاقات الدولية ;REAL
أعلن الناطق الصحفي باسم الكرملين دميتري بيسكوف، أن تطعيم الأجانب ضد فيروس كورونا في روسيا سيبدأ في وقت قريب جدا ;REAL
سجلت تركيا اليوم الجمعة انخفاضا حادا في عدد الوفيات بفيروس كورونا بواقع 94 حالة، فيما بلغ عدد الإصابات 6 آلاف و169 ;REAL
أعلنت وزارة الصحة المغربية الجمعة تسجيل 346 إصابة جديدة بفيروس كورونا نزولا من 395 أمس، مما يرفع العدد الإجمالي للإصابات في المملكة إلى 520769 ;REAL
أعلنت الأرجنتين وصربيا رسميا اليوم الجمعة بدء الإنتاج الصناعي على أراضيهما للقاح سبوتنيك الروسي المضاد لفيروس كورونا ;REAL
